GSvolume_pa_composition_average,ML pred ASR barrier (eV),IsFBlock_composition_average,IsRareEarth_composition_average,CovalentRadii_composition_average,NdUnfilled_composition_average,ICSDVolume_composition_average,BCCfermi_composition_average,AtomicVolume_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,valence_composition_average,GSenergy_pa_composition_average,phi_difference,HHIr_composition_average,HeatFusion_composition_average,HHIr_arithmetic_average,HeatFusion_arithmetic_average,CovalentRadius_composition_average,ElectricalConductivity_composition_average,phi_arithmetic_average,ElectricalConductivity_difference,Electrolyte class_2,BCCenergy_pa_composition_average,ThermalConductivity_arithmetic_average,HeatCapacityMolar_composition_average
17.495555555555555,1.152778492,0.1111111111111111,0.1111111111111111,1.0594444444444444,1.7777777777777777,22.4,3.6681292188888888,3128.052088151177,140.98333333333332,2.6666666666666665,-5.067491363333334,2.78,1372.2222222222222,5.339444444444444,2166.666666666667,9.075,109.88888888888889,3.755555555555556,2.9916666666666667,17.099999999999998,0.0,-3.763971900555556,35.49956666666667,29.028888888888886
16.14,1.393050036,0.1,0.1,1.022,1.5,21.49,3.583108219,4672.891470565707,203.375,2.3,-4.9038764630000005,2.7,1450.0,5.081999999999999,2325.0,8.379999999999999,103.9,4.159999999999999,2.675,17.099999999999998,0.0,-3.490730975,28.59935,28.9708
14.8092,1.580748636,0.16,0.16,1.004,2.04,20.104,3.6843829804,4672.891470565707,203.375,2.3600000000000003,-5.0821729256,2.7,1456.0,5.2164,2325.0,8.379999999999999,103.96,3.908,2.675,17.099999999999998,0.0,-3.6606958028,28.59935,29.5852
17.56075,0.984945332,0.1,0.1,0.993,1.5,22.62,4.009662382,4676.423238741503,204.7,2.3,-4.9552598165,2.78,1380.0,4.703999999999999,2150.0,7.435,107.0,4.05,2.6475,15.999999999999998,1.0,-3.543806958,33.041850000000004,28.1068
18.0946,1.101147707,0.08,0.08,1.0076,1.3199999999999998,23.128,3.8861561428,4676.423238741503,204.7,2.28,-4.895179338,2.78,1364.0,4.7224,2150.0,7.435,107.16,4.068,2.6475,15.999999999999998,0.0,-3.4863601128,33.041850000000004,28.126
19.75435,1.140249113,0.02,0.02,1.0526,0.9,24.724,3.552966868,3743.494063987111,166.12,2.58,-4.8595493283,2.78,1160.0,4.4908,2000.0,8.71,108.36,3.318,3.104,15.999999999999998,0.0,-3.470667312,42.47348,28.2184
18.66725,1.104760737,0.06,0.06,1.023,1.22,23.684,3.7875361988,3743.494063987111,166.12,2.5,-4.9315064767,2.78,1244.0,4.5496,2000.0,8.71,107.79999999999998,3.55,3.104,15.999999999999998,0.0,-3.5333450908,42.47348,28.1684
17.1045,1.114760036,0.12,0.12,0.98,1.84,22.208,4.1829412116,3743.494063987111,166.12,2.8,-5.208155529400001,2.78,1188.0,4.3032,2000.0,8.71,107.79999999999998,2.96,3.104,15.999999999999998,0.0,-3.8101174496000008,42.47348,28.134
18.50027777777778,1.308599836,0.1111111111111111,0.1111111111111111,1.022222222222222,1.6666666666666663,23.21111111111111,4.113676702222223,4676.423238741503,204.7,2.333333333333333,-4.977311806666666,2.78,1477.7777777777778,5.202222222222222,2150.0,7.435,111.55555555555554,4.5,2.6475,15.999999999999998,0.0,-3.664257552222223,33.041850000000004,27.965555555555557
18.50027777777778,1.081673946,0.1111111111111111,0.1111111111111111,1.022222222222222,1.6666666666666663,23.21111111111111,4.113676702222223,4676.423238741503,204.7,2.333333333333333,-4.977311806666666,2.78,1477.7777777777778,5.202222222222222,2150.0,7.435,111.55555555555554,4.5,2.6475,15.999999999999998,1.0,-3.664257552222223,33.041850000000004,27.965555555555557
18.60805555555556,1.38989525,0.1111111111111111,0.1111111111111111,1.0244444444444445,1.8888888888888888,23.34444444444444,4.1828053,4676.61861481311,204.4,3.0,-5.245110743333333,2.61,1188.888888888889,4.671111111111111,1825.0,6.8375,112.88888888888889,3.011111111111111,2.605,9.3,0.0,-3.95434595,28.09185,28.03
18.3208,1.354391939,0.08,0.08,1.0128,1.36,23.384,3.846915074800001,3744.3360285974486,169.56,2.72,-4.8543790032,2.61,1124.0,3.974720000000001,1840.0,6.8836,107.96,2.9559999999999995,2.9039999999999995,14.999999999999998,0.0,-3.4623039564000004,45.67348,28.1956
15.366,1.499819378,0.08,0.08,0.9652,1.52,20.776000000000003,4.5018903616,3746.462353487292,166.58,3.12,-5.2905838058,2.53,1428.0,4.57568,2800.0,7.753199999999999,102.2,2.664,2.93,10.3,0.0,-3.8953652952,21.07348,27.9288
15.13285,1.272157649,0.1399999999999999,0.1399999999999999,0.9534,2.26,20.662,4.7017474192,4671.189484346142,203.1,2.9399999999999995,-5.5619746908,2.1000000000000005,1644.0,5.7124,2300.0,8.989999999999998,106.94,3.724,2.5925,29.4,0.0,-4.1638690674,76.86685,27.64794
15.041900000000002,1.584427927,0.12,0.12,0.9604,1.7999999999999998,20.700000000000003,4.2448189528,3739.076729864385,166.54,2.8000000000000003,-5.1487775308,2.6500000000000004,1076.0,4.468,1600.0,9.25,104.6,5.108,3.17,29.4,0.0,-3.7487785044,76.93347999999999,28.01312
15.041900000000002,1.59633682,0.12,0.12,0.9604,1.7999999999999998,20.700000000000003,4.2448189528,3739.076729864385,166.54,2.8000000000000003,-5.1487775308,2.6500000000000004,1076.0,4.468,1600.0,9.25,104.6,5.108,3.17,29.4,0.0,-3.7487785044,76.93347999999999,28.01312
14.9305,1.15975428,0.2,0.2,0.9196,2.2,20.084000000000003,4.473156798,3732.698979932985,165.62,2.3600000000000003,-4.99694767,2.03,1316.0,4.6104,1860.0,10.739999999999998,106.28,5.408,3.584,58.8,0.0,-3.5742774100000005,121.09348,28.0968
14.8915,1.842493593,0.2,0.2,0.92,2.4,20.08,4.627193578,6213.574557763772,266.06666666666666,2.4,-5.2556622090000005,1.93,1460.0,4.611999999999999,2100.0,7.54,106.2,3.96,2.756666666666667,15.999999999999998,0.0,-3.831041184,37.92246666666667,28.0108
15.0805,1.284683083,0.2,0.2,0.924,2.8,20.26,4.994519164,6213.940250027365,263.3666666666667,3.0,-5.740727688,1.4800000000000004,1740.0,5.572,2566.6666666666665,9.14,108.8,1.96,2.6066666666666665,6.0,0.0,-4.335985386,35.82246666666667,27.7188
14.947500000000002,1.699589894,0.2,0.2,0.92,2.4000000000000004,20.11,4.553839224,4663.111615504863,202.6,2.7,-5.222765273,2.03,1210.0,4.501,1625.0,9.4275,106.6,2.96,3.325,12.7,0.0,-3.80748621,46.16685,28.1658
14.9721,1.807441691,0.2,0.2,0.9212,2.52,20.164,4.6351812792,4663.111615504863,202.6,2.88,-5.3871148604000005,2.03,1204.0,4.2808,1625.0,9.4275,107.08,2.756,3.325,12.7,0.0,-3.9782669292,46.16685,28.1076
14.988500000000002,1.417809609,0.2,0.2,0.922,2.6,20.200000000000003,4.689409316000001,6213.835059192582,265.6666666666667,3.0,-5.496681252,1.7599999999999998,1200.0,4.134,1666.6666666666667,6.743333333333333,107.4,2.62,2.7,9.3,0.0,-4.0921207420000005,31.322466666666667,28.0688
14.988500000000002,1.703000893,0.2,0.2,0.922,2.6,20.200000000000003,4.689409316000001,6213.835059192582,265.6666666666667,3.0,-5.496681252,1.7599999999999998,1200.0,4.134,1666.6666666666667,6.743333333333333,107.4,2.62,2.7,9.3,0.0,-4.0921207420000005,31.322466666666667,28.0688
14.94001724138,1.566071408,0.2,0.2,0.922,2.8,20.3,4.914099166,6213.980172357934,268.96666666666664,3.2,-5.643697430068,1.2800000000000002,1280.0,3.954,1800.0,6.443333333333334,108.8,0.48,2.54,1.4,0.0,-4.209106022,7.195800000000001,28.3128
14.9393,1.237655016,0.2,0.2,0.9196,2.36,20.092,4.5267252056,4663.111615504863,202.6,2.64,-5.1679820772,2.03,1212.0,4.5744,1625.0,9.4275,106.44,3.028,3.325,12.7,0.0,-3.7505593036,46.16685,28.1852
14.9393,1.272011527,0.2,0.2,0.9196,2.36,20.092,4.5267252056,4663.111615504863,202.6,2.64,-5.1679820772,2.03,1212.0,4.5744,1625.0,9.4275,106.44,3.028,3.325,12.7,0.0,-3.7505593036,46.16685,28.1852
16.2781,1.339236847,0.12,0.12,0.9728,1.6799999999999995,21.568,4.1420429268,4674.011701016956,205.175,2.3200000000000003,-4.996083602200001,2.7,1452.0,4.7104,2325.0,7.512499999999999,105.24,4.207999999999999,2.6675,15.999999999999998,0.0,-3.5816072152,29.32435,27.9852
16.2781,1.188486115,0.12,0.12,0.9728,1.6799999999999995,21.568,4.1420429268,4674.011701016956,205.175,2.3200000000000003,-4.996083602200001,2.7,1452.0,4.7104,2325.0,7.512499999999999,105.24,4.207999999999999,2.6675,15.999999999999998,1.0,-3.5816072152,29.32435,27.9852
16.2781,0.917826656,0.12,0.12,0.9728,1.6799999999999995,21.568,4.1420429268,4674.011701016956,205.175,2.3200000000000003,-4.996083602200001,2.7,1452.0,4.7104,2325.0,7.512499999999999,105.24,4.207999999999999,2.6675,15.999999999999998,0.0,-3.5816072152,29.32435,27.9852
15.5848,1.662637709,0.16,0.16,0.9464,2.04,20.824,4.3846182524,4674.011701016956,205.175,2.3600000000000003,-5.1258729056,2.7,1456.0,4.661199999999999,2325.0,7.512499999999999,105.72,4.084,2.6675,15.999999999999998,0.0,-3.7063241996,29.32435,27.998
15.5848,1.869007513,0.16,0.16,0.9464,2.04,20.824,4.3846182524,4674.011701016956,205.175,2.3600000000000003,-5.1258729056,2.7,1456.0,4.661199999999999,2325.0,7.512499999999999,105.72,4.084,2.6675,15.999999999999998,0.0,-3.7063241996,29.32435,27.998
15.5848,1.718816633,0.16,0.16,0.9464,2.04,20.824,4.3846182524,4674.011701016956,205.175,2.3600000000000003,-5.1258729056,2.7,1456.0,4.661199999999999,2325.0,7.512499999999999,105.72,4.084,2.6675,15.999999999999998,1.0,-3.7063241996,29.32435,27.998
16.64415,1.402697315,0.1,0.1,0.9864,1.54,21.964,4.0331984116,3741.564833807473,166.5,2.42,-4.9793927591000005,2.7,1398.0,4.6394,2140.0,8.772,105.24,4.002,3.12,15.999999999999998,1.0,-3.5714646346000007,39.49948,27.9904
16.355700000000002,1.411684135,0.12,0.12,0.9744,1.84,21.664,4.1918155172,3741.564833807473,166.5,2.8,-5.1888988366,2.7,1244.0,4.328,2140.0,8.772,106.2,3.136,3.12,15.999999999999998,0.0,-3.7904708616,39.49948,28.0316
16.355700000000002,1.472107191,0.12,0.12,0.9744,1.84,21.664,4.1918155172,3741.564833807473,166.5,2.8,-5.1888988366,2.7,1244.0,4.328,2140.0,8.772,106.2,3.136,3.12,15.999999999999998,0.0,-3.7904708616,39.49948,28.0316
16.355700000000002,1.339201426,0.12,0.12,0.9744,1.84,21.664,4.1918155172,3741.564833807473,166.5,2.8,-5.1888988366,2.7,1244.0,4.328,2140.0,8.772,106.2,3.136,3.12,15.999999999999998,1.0,-3.7904708616,39.49948,28.0316
15.95085,1.512807809,0.1399999999999999,0.1399999999999999,0.96,1.9,21.22,4.2757737372,3741.564833807473,166.5,2.46,-5.1091820625,2.7,1402.0,4.5902,2140.0,8.772,105.72,3.878,3.12,15.999999999999998,0.0,-3.6961816190000008,39.49948,28.0032
17.198,0.669570377,0.08,0.08,1.0042,1.52,22.536,3.9182467644,3120.9710503362803,139.96666666666667,2.74,-5.0952662766,2.7,1388.0,4.701,3250.0,12.31,106.36,3.168,3.275,15.999999999999998,1.0,-3.701910620600001,41.86623333333334,28.0088
15.613910344828,1.668305788,0.16,0.16,0.9476,2.28,20.956000000000003,4.5567616052,3741.651901706685,168.48,2.84,-5.358694038240801,2.7,1348.0,4.2664,2220.0,8.591999999999999,107.28,1.996,3.024,17.4,0.0,-3.933163102400001,25.02348,28.1792
15.613910344828,1.596739737,0.16,0.16,0.9476,2.28,20.956000000000003,4.5567616052,3741.651901706685,168.48,2.84,-5.358694038240801,2.7,1348.0,4.2664,2220.0,8.591999999999999,107.28,1.996,3.024,17.4,0.0,-3.933163102400001,25.02348,28.1792
18.2494,0.916965728,0.02,0.02,1.0442,0.8699999999999999,23.638,3.4984468327,3742.809787409628,165.6,2.28,-4.7619983152500005,2.7,1625.0,5.247400000000001,3620.0,12.01,105.18,4.179,2.944,15.999999999999998,0.0,-3.363211803,34.19948,27.9469
15.5878,1.912070749,0.16,0.16,0.946,2.0,20.812,4.3428333632000005,3741.397617701905,166.82,2.3600000000000003,-5.0645103226,2.8000000000000003,1408.0,4.7124,2160.0,9.506,105.64,3.952,3.174,15.999999999999998,0.0,-3.6446862984,41.59948,28.0484
17.44265,1.172822544,0.06,0.06,1.015,1.4,22.822000000000003,3.9319286308,3741.784249165629,164.88,2.8599999999999994,-5.1156326209,2.53,1348.0,4.7376,2420.0,9.732,106.14,2.856,3.03,9.3,1.0,-3.7287706898,38.23948,27.919
15.876883620689998,1.110784195,0.15,0.15,0.956,2.35,21.21,4.651090008000001,3741.87131706484,166.86,3.05,-5.529975929784,2.2500000000000004,1505.0,4.8245000000000005,2500.0,9.552,108.2,1.375,2.934,7.4,0.0,-4.1166494735,23.76348,27.9998
16.09645,1.346747936,0.1399999999999999,0.1399999999999999,0.9616,1.26,21.336,3.9109955816,4674.220221329153,206.05,2.14,-4.3810313889,2.0500000000000003,1214.0,4.165799999999999,2025.0,6.862499999999999,106.67999999999998,12.706,2.505,58.8,0.0,-2.9765258494,104.57435,27.9176
16.3887,0.625828856,0.12,0.12,0.9748,1.7199999999999998,21.692,4.1213485156,3741.73165005723,167.2,2.76,-5.052909463600001,2.53,1196.0,4.224,1900.0,8.252,106.44,4.848,2.99,58.8,0.0,-3.65698289,99.69948,28.0168
16.05565,1.520689833,0.1399999999999999,0.1399999999999999,0.9616,1.74,21.324,4.1597260292,3741.73165005723,167.2,2.62,-4.9336109337,2.53,1202.0,4.190999999999999,1900.0,8.252,106.68,6.766,2.99,58.8,0.0,-3.533637499,99.69948,27.9968
15.695400000000005,1.592286505,0.16,0.16,0.9484,2.08,20.948,4.3639238412,3741.73165005723,167.2,2.8,-5.182698767,2.53,1200.0,4.1748,1900.0,8.252,106.92000000000002,4.724,2.99,58.8,1.0,-3.7816998744,99.69948,28.0296
15.681800000000004,1.61775047,0.16,0.16,0.9484,2.24,20.944000000000003,4.4468339904,4674.207077088563,204.875,2.96,-5.3668919486,2.53,1196.0,4.183199999999999,2000.0,6.914999999999999,106.92,2.744,2.625,9.3,0.0,-3.967403757600001,24.37435,28.056
16.72175,1.248987689,0.1,0.1,0.988,1.7000000000000002,22.06,4.082971002000001,4674.207077088563,204.875,2.9,-5.1722079935,2.53,1190.0,4.257,2000.0,6.914999999999999,106.2,2.93,2.625,9.3,0.0,-3.780328281,24.37435,28.0368
16.3751,1.205716716,0.12,0.12,0.9748,1.88,21.688,4.2042586648,4674.207077088563,204.875,2.92,-5.2371026452,2.53,1192.0,4.2324,2000.0,6.914999999999999,106.44,2.868,2.625,9.3,0.0,-3.842686773200001,24.37435,28.0432
16.3751,1.403081695,0.12,0.12,0.9748,1.88,21.688,4.2042586648,4674.207077088563,204.875,2.92,-5.2371026452,2.53,1192.0,4.2324,2000.0,6.914999999999999,106.44,2.868,2.625,9.3,0.0,-3.842686773200001,24.37435,28.0432
16.73535,1.493131595,0.1,0.1,0.988,1.54,22.064,4.0000608528,3741.73165005723,167.2,2.74,-4.9880148119,2.53,1194.0,4.2486,1900.0,8.251999999999999,106.20000000000002,4.91,2.99,58.8,0.0,-3.5946243978000005,99.69948,28.0104
16.87075,0.899788697,0.1,0.1,0.9914,1.7400000000000002,22.188,4.0519775748,3742.9660882669136,165.36,2.88,-5.2083647369,2.53,1338.0,4.5808,3360.0,11.532,106.84,2.838,2.91,9.3,0.0,-3.8164850244,30.23948,28.0268
15.45999224138,1.511687399,0.1699999999999999,0.1699999999999999,0.9418,2.53,20.858,4.732167671800001,4674.315911962577,207.35,3.17,-5.546355452518,2.0500000000000003,1277.0,3.9909,2100.0,6.69,108.44,0.573,2.505,4.5,0.0,-4.1155682837,6.27935,28.3032
15.45999224138,1.504089874,0.1699999999999999,0.1699999999999999,0.9418,2.53,20.858,4.732167671800001,4674.315911962577,207.35,3.17,-5.546355452518,2.0500000000000003,1277.0,3.9909,2100.0,6.69,108.44,0.573,2.505,4.5,0.0,-4.1155682837,6.27935,28.3032
15.633317241380002,1.564998886,0.16,0.16,0.9484,2.44,21.044,4.671523840400001,4674.315911962577,207.35,3.16,-5.513908126668,2.0500000000000003,1276.0,4.0032,2100.0,6.69,108.32,0.604,2.505,4.5,0.0,-4.0843890376,6.27935,28.3
15.633317241380002,1.53234261,0.16,0.16,0.9484,2.44,21.044,4.671523840400001,4674.315911962577,207.35,3.16,-5.513908126668,2.0500000000000003,1276.0,4.0032,2100.0,6.69,108.32,0.604,2.505,4.5,0.0,-4.0843890376,6.27935,28.3
15.633317241380002,1.409104157,0.16,0.16,0.9484,2.44,21.044,4.671523840400001,4674.315911962577,207.35,3.16,-5.513908126668,2.0500000000000003,1276.0,4.0032,2100.0,6.69,108.32,0.604,2.505,4.5,0.0,-4.0843890376,6.27935,28.3
15.97996724138,1.181215032,0.1399999999999999,0.1399999999999999,0.9616,2.26,21.416,4.5502361776,4674.315911962577,207.35,3.14,-5.449013474968,2.0500000000000003,1274.0,4.027799999999999,2100.0,6.69,108.07999999999998,0.6659999999999999,2.505,4.5,0.0,-4.0220305454,6.27935,28.2936
15.656613793104,1.272467873,0.16,0.16,0.9484,2.24,21.028,4.5436757212,3741.8187179564416,169.18,2.96,-5.3003117094544,2.0500000000000003,1264.0,4.0308,1980.0,8.072,108.04,3.012,2.894,60.2,0.0,-3.8752880984,85.22348,28.2248
16.228015517242,1.097459292,0.1399999999999999,0.1399999999999999,0.9654,2.16,21.64,4.480466432,3744.097188189187,170.84,3.04,-5.2994476161612,2.0500000000000003,1248.0,3.9392,1780.0,7.047999999999999,108.11999999999998,1.104,2.694,21.9,0.0,-3.8748957468,36.22348,28.26458
16.476063793104,1.040729834,0.1399999999999999,0.1399999999999999,0.9691999999999998,2.06,21.864,4.4106966864,3744.097188189187,170.84,2.9400000000000004,-5.1498817573544,2.0500000000000003,1222.0,3.850600000000001,1780.0,7.047999999999999,108.16,1.5419999999999998,2.694,21.9,0.0,-3.7277609482,36.22348,28.23556
15.868265517242,0.981882948,0.16,0.16,0.9538,2.52,21.298,4.6090610076,3744.45459175378,167.88,3.08,-5.4592070834612,2.0500000000000003,1330.0,4.027,2580.0,8.172,108.94,0.624,2.654,4.5,0.0,-4.0304226456,8.183480000000001,28.284
16.103213793104,1.234070965,0.16,0.16,0.9591999999999998,2.6,21.552,4.5465981748,3744.45459175378,167.88,3.0,-5.4045060402544,2.0500000000000003,1384.0,4.050800000000001,2580.0,8.172,109.56,0.644,2.654,4.5,0.0,-3.9764562536,8.183480000000001,28.268
17.052,1.272987239,0.08,0.08,1.0004,1.44,22.396,3.9074553024,3741.553918559192,166.58,2.76,-4.9977469502,2.8000000000000003,1192.0,4.4284,1900.0,9.028,105.64,3.128,3.14,12.7,0.0,-3.604115976,37.63948,28.0692
17.77265,1.125868605,0.06,0.06,1.0234,1.58,23.158,3.6318751276,3742.892925102612,165.62,2.74,-5.0118032557,2.53,1198.0,4.326599999999999,1920.0,8.362,107.4,2.538,2.86,9.3,0.0,-3.6181583216,23.87948,28.0216
17.551111111111112,1.088194803,0.1111111111111111,0.1111111111111111,1.0588888888888888,0.6666666666666666,22.33611111111111,3.668722025555556,3749.053710206427,168.56,2.333333333333333,-4.959645915694445,2.78,1455.5555555555557,5.34611111111111,2020.0,7.8439999999999985,109.80555555555554,5.258333333333333,2.632,29.7,0.0,-3.6460155541666666,67.03347999999998,27.943861111111108
17.77527777777778,1.058552124,0.1111111111111111,0.1111111111111111,1.0622222222222222,0.7222222222222222,22.511111111111116,3.656172918333333,3128.238643245952,142.46666666666667,2.5,-5.012533854722222,2.78,1444.4444444444446,5.191111111111111,2166.666666666667,8.653333333333334,110.11111111111111,4.216666666666667,2.99,16.299999999999997,0.0,-3.704790385555556,36.4829,27.94833333333333
18.295287356322223,1.333712959,0.1111111111111111,0.1111111111111111,1.0666666666666669,0.8888888888888888,22.97777777777778,3.79212005,3742.908813639053,168.44,2.7777777777777777,-5.174531946704445,2.78,1377.7777777777778,4.941111111111111,2080.0,8.718,112.33333333333334,2.533333333333333,3.012,17.4,0.0,-3.855947771111112,28.59748,28.17111111111111
18.281810344827772,1.270938248,0.1111111111111111,0.1111111111111111,1.0661111111111112,0.7777777777777778,22.916666666666664,3.7124240533333337,3742.908813639053,168.44,2.555555555555556,-5.066744385296667,2.78,1427.7777777777778,5.123888888888889,2080.0,8.718,111.61111111111111,3.5,3.012,17.4,0.0,-3.750929760555556,28.59748,28.087222222222216
18.26833333333333,1.201840841,0.1111111111111111,0.1111111111111111,1.0655555555555556,0.6666666666666666,22.855555555555554,3.632728056666666,4675.582840932416,205.125,2.333333333333333,-4.958956823888888,2.78,1477.7777777777778,5.306666666666667,2150.0,7.67,110.88888888888889,4.466666666666667,2.6525,16.299999999999997,0.0,-3.64591175,33.791850000000004,28.00333333333333
18.451666666666668,0.803977637,0.1111111111111111,0.1111111111111111,1.0677777777777775,0.0,23.011111111111116,3.241244714444444,4675.791361244613,206.0,2.111111111111111,-4.203460307222223,2.1300000000000003,1211.111111111111,4.728888888888889,1850.0,7.02,112.22222222222224,13.977777777777778,2.49,59.1,0.0,-2.904311907777778,109.04185,27.92111111111111
18.37611111111111,1.367965398,0.1111111111111111,0.1111111111111111,1.0677777777777775,0.8888888888888888,22.988888888888887,3.7018566544444447,4675.778217004023,204.825,3.0,-5.226755760555555,2.61,1188.888888888889,4.775555555555556,1825.0,7.0725,112.22222222222224,2.977777777777778,2.61,9.6,0.0,-3.9360001477777775,28.84185,28.06777777777777
19.301573275862506,1.420594931,0.125,0.125,1.055,0.625,24.4625,3.49858321375,4675.887051878037,207.3,2.75,-4.9362997969175,2.1300000000000003,1212.5,3.5337500000000004,1925.0,6.8475,110.625,0.6125,2.49,2.3,0.0,-3.46543042125,10.74685,28.59125
17.76181034482778,1.150244674,0.1111111111111111,0.1111111111111111,1.0622222222222222,0.7777777777777778,22.538888888888888,3.718586765555555,3128.311199828628,144.11666666666667,2.555555555555556,-5.053371681963334,2.78,1466.6666666666667,5.14111111111111,2233.333333333333,8.503333333333334,110.5,3.622222222222222,2.91,17.4,0.0,-3.7372862966666665,24.419566666666668,28.01611111111111
17.748333333333335,1.15620234,0.1111111111111111,0.1111111111111111,1.0616666666666663,0.6666666666666666,22.477777777777774,3.638890768888889,3751.5308989012337,168.6,2.333333333333333,-4.945584120555555,2.78,1516.6666666666667,5.323888888888888,2320.0,7.621999999999999,109.77777777777776,4.588888888888889,2.602,16.299999999999997,0.0,-3.632268286111112,27.73948,27.93222222222222
17.93166666666667,0.372875529,0.1111111111111111,0.1111111111111111,1.0638888888888889,0.0,22.633333333333333,3.2474074266666664,3751.697715150991,169.3,2.111111111111111,-4.190087603888889,2.1300000000000003,1250.0,4.746111111111111,2080.0,7.101999999999999,111.11111111111111,14.1,2.472,59.1,0.0,-2.890668443888889,87.93947999999999,27.849999999999994
14.474,1.588329381,0.2,0.2,0.998,0.6,19.44,3.761486016,6212.454027351656,266.6333333333333,2.4,-5.222623240000001,1.91,1460.0,4.799999999999999,2100.0,7.853333333333333,105.0,3.9,2.763333333333333,16.299999999999997,0.0,-3.79801874,38.92246666666667,28.0788
16.416,1.155171744,0.1,0.1,1.025,0.6,21.62,3.587901483,4673.171303207869,205.6,2.3,-4.914669466,2.7,1450.0,4.828999999999999,2325.0,7.7475,104.4,4.239999999999999,2.6725,16.299999999999997,0.0,-3.5027375010000004,30.07435,28.0128
16.4645,1.157831124,0.1,0.1,1.026,0.7,21.68,3.619009352,3740.8925155602033,166.84,2.6,-5.0351789875,2.7,1320.0,4.59,2140.0,8.96,105.0,3.5699999999999994,3.124,16.299999999999997,0.0,-3.6332772800000006,40.09948,28.0418
17.22833333333333,1.208222916,0.1111111111111111,0.1111111111111111,1.0577777777777777,0.6666666666666666,22.1,3.645053481111111,4673.171303207869,205.6,2.333333333333333,-4.932211417222222,2.7,1555.5555555555557,5.341111111111111,2325.0,7.7475,108.66666666666666,4.71111111111111,2.6725,16.299999999999997,0.0,-3.6186248222222224,30.07435,27.861111111111107
16.526600000000002,1.283518741,0.1,0.1,1.027,0.64,21.744,3.5672070718000004,3741.05933180996,167.54,2.74,-4.9714953274,2.53,1194.0,4.3426,1900.0,8.440000000000001,105.6,4.88,2.994,59.1,0.0,-3.5781131758000004,100.29948,28.0444
17.817611111111113,1.109924289,0.1111111111111111,0.1111111111111111,1.0618888888888889,0.7222222222222222,22.506666666666668,3.694984192333333,3126.352672808729,142.18333333333334,2.5,-5.027733233722222,2.78,1387.7777777777778,5.177666666666667,1916.6666666666663,8.796666666666665,110.57777777777778,4.716666666666667,3.015,29.8,0.0,-3.720493286111111,68.56123333333335,27.944088888888885
17.790666666666667,1.144880151,0.1111111111111111,0.1111111111111111,1.0613333333333332,0.6666666666666666,22.473333333333336,3.677702042888889,3749.267734376567,168.26,2.333333333333333,-4.960783499555555,2.78,1460.0,5.310444444444444,2020.0,7.794,110.24444444444444,5.088888888888889,2.632,29.8,0.0,-3.647971186666667,66.23348,27.927977777777773
18.39138888888889,1.436959497,0.1111111111111111,0.1111111111111111,1.067222222222222,0.7222222222222222,22.922222222222224,3.666189017222222,3743.035769909981,166.16,2.5,-5.027181960277778,2.78,1405.5555555555557,5.146111111111111,2000.0,8.848,111.44444444444444,4.083333333333333,3.108,16.4,1.0,-3.7204102427777777,42.27348,27.99166666666666
18.364444444444445,0.671109998,0.1111111111111111,0.1111111111111111,1.0666666666666669,0.6666666666666666,22.88888888888889,3.648906867777778,4675.850371145091,204.75,2.333333333333333,-4.960232226111111,2.78,1477.7777777777778,5.278888888888888,2150.0,7.6075,111.11111111111111,4.455555555555555,2.6525,16.4,0.0,-3.6478881433333337,32.791850000000004,27.97555555555555
18.364444444444445,0.969633013,0.1111111111111111,0.1111111111111111,1.0666666666666669,0.6666666666666666,22.88888888888889,3.648906867777778,4675.850371145091,204.75,2.333333333333333,-4.960232226111111,2.78,1477.7777777777778,5.278888888888888,2150.0,7.6075,111.11111111111111,4.455555555555555,2.6525,16.4,0.0,-3.6478881433333337,32.791850000000004,27.97555555555555
18.364444444444445,0.89855756,0.1111111111111111,0.1111111111111111,1.0666666666666669,0.6666666666666666,22.88888888888889,3.648906867777778,4675.850371145091,204.75,2.333333333333333,-4.960232226111111,2.78,1477.7777777777778,5.278888888888888,2150.0,7.6075,111.11111111111111,4.455555555555555,2.6525,16.4,1.0,-3.6478881433333337,32.791850000000004,27.97555555555555
18.497666666666667,1.127359617,0.1111111111111111,0.1111111111111111,1.0697777777777775,0.7333333333333333,23.04222222222222,3.630144493333333,3745.682159099791,165.8,2.333333333333333,-4.951400269944444,2.78,1497.7777777777778,5.255555555555555,2620.0,8.906,111.6,4.2733333333333325,2.772,16.4,0.0,-3.638910416555556,29.39348,27.98344444444444
18.47222222222222,1.270208864,0.1111111111111111,0.1111111111111111,1.068888888888889,0.8888888888888888,23.022222222222226,3.7180354655555554,4676.045747216698,204.45,3.0,-5.228031162777778,2.61,1188.888888888889,4.747777777777777,1825.0,7.01,112.44444444444444,2.966666666666667,2.61,9.7,0.0,-3.937976541111112,27.84185,28.04
18.983555555555554,1.221324889,0.1111111111111111,0.1111111111111111,1.080888888888889,1.1111111111111112,23.60888888888889,3.629160248222222,3745.838459957077,165.56,2.866666666666667,-5.139143550777778,2.61,1326.6666666666667,4.760666666666667,2360.0,8.428,114.13333333333333,2.535555555555556,2.738,9.7,1.0,-3.844047954444445,25.43348,28.058666666666664
