GSvolume_pa_composition_average,ML pred ASR barrier (eV),IsFBlock_composition_average,IsRareEarth_composition_average,CovalentRadii_composition_average,NdUnfilled_composition_average,ICSDVolume_composition_average,BCCfermi_composition_average,AtomicVolume_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,valence_composition_average,GSenergy_pa_composition_average,phi_difference,HHIr_composition_average,HeatFusion_composition_average,HHIr_arithmetic_average,HeatFusion_arithmetic_average,CovalentRadius_composition_average,ElectricalConductivity_composition_average,phi_arithmetic_average,ElectricalConductivity_difference,Electrolyte class_2,BCCenergy_pa_composition_average,ThermalConductivity_arithmetic_average,HeatCapacityMolar_composition_average
21.12925,1.399621648,0.0,0.0,1.087,1.05,26.195,3.2654851585,4673.292904941451,205.9,2.2,-4.595241719875,2.78,1435.0,4.6385,2500.0,9.41,111.1,2.91,2.6675,16.4,0.0,-3.19597307625,33.61685000000001,28.25605
20.7714,1.1029212,0.0,0.0,1.0738,0.72,25.752,3.4945802012,4676.106818053961,206.45,2.78,-4.8096406678,2.61,1132.0,4.26392,2550.0,8.064,109.32,2.594,2.85,10.3,1.0,-3.4298502776,26.68435,28.2692
20.8281,1.175718303,0.02,0.02,1.077,0.8399999999999999,25.698,3.379752423,3742.944835059017,166.12,2.58,-4.753392459900001,2.78,1152.0,4.2944,2000.0,8.562000000000001,110.08,3.006,3.106,16.5,0.0,-3.366722365,42.05348,28.2802
20.5921,1.148801367,0.01,0.01,1.0728,0.85,25.507,3.4263820342000004,4675.932078652993,204.4,2.78,-4.8607873199,2.61,1057.0,4.2345,1825.0,6.6525,109.72,2.7019999999999995,2.6075,9.8,0.0,-3.4813492612,27.56685,28.2792
20.3372,1.039426339,0.0,0.0,1.068,0.6799999999999999,25.283,3.3921643121,4670.193438766384,207.225,2.68,-4.7577315808,2.61,1043.0,4.3117,1425.0,8.6875,109.0,4.285,2.925,57.900000000000006,0.0,-3.3783743776,124.96685,28.241
20.344,1.148188925,0.0,0.0,1.068,0.6,25.285,3.3507092375000003,4670.193438766384,207.225,2.6,-4.66563499,2.61,1045.0,4.307499999999999,1425.0,8.6875,109.0,5.275,2.925,57.900000000000006,0.0,-3.285522436,124.96685,28.2278
20.7868,1.007234616,0.0,0.0,1.0784,0.8800000000000001,25.692,3.3405229176,3740.641123417188,166.22,2.48,-4.8098878176,2.78,1192.0,4.7968,1900.0,11.670000000000002,110.24,2.98,3.16,15.599999999999998,1.0,-3.4204920872000004,44.31348,28.248
20.7868,0.948089419,0.0,0.0,1.0784,0.8800000000000001,25.692,3.3405229176,3740.641123417188,166.22,2.48,-4.8098878176,2.78,1192.0,4.7968,1900.0,11.670000000000002,110.24,2.98,3.16,15.599999999999998,0.0,-3.4204920872000004,44.31348,28.248
21.0555,1.014375074,0.0,0.0,1.0844,1.0,25.946,3.3084972096,3740.641123417188,166.22,2.56,-4.8633011101,2.78,1164.0,4.845,1900.0,11.670000000000002,111.34,2.534,3.16,15.599999999999998,1.0,-3.4763438090000003,44.31348,28.2648
21.0264,1.070656287,0.0,0.0,1.0838,0.94,25.91,3.2898324882,3740.641123417188,166.22,2.38,-4.7909953972,2.78,1242.0,4.9884,1900.0,11.670000000000002,110.98,2.9359999999999995,3.16,15.599999999999998,1.0,-3.3980199416000003,44.31348,28.2474
20.9702,0.878158136,0.0,0.0,1.0818,0.9000000000000001,25.886,3.3206036934,3122.703138328077,140.4,2.46,-4.768260642,2.78,1192.0,4.6046000000000005,2016.6666666666663,11.623333333333331,110.54,2.97,3.1666666666666665,16.099999999999998,0.0,-3.3779525402000004,39.79456666666667,28.2714
20.9702,1.006768228,0.0,0.0,1.0818,0.9000000000000001,25.886,3.3206036934,3122.703138328077,140.4,2.46,-4.768260642,2.78,1192.0,4.6046000000000005,2016.6666666666663,11.623333333333331,110.54,2.97,3.1666666666666665,16.099999999999998,1.0,-3.3779525402000004,39.79456666666667,28.2714
20.4623,1.261599069,0.0,0.0,1.0707,0.76,25.424,3.473814666,4673.7566178235065,211.125,2.77,-4.839689643,2.61,1046.0,4.21281,1550.0,6.11025,109.1,2.7219999999999995,2.7875,8.399999999999999,0.0,-3.4613364976000005,45.11685,28.2772
20.4015,1.228745995,0.0,0.0,1.0697,0.8200000000000001,25.344,3.4388502104,4671.736486528489,204.925,2.79,-4.9139548387000005,2.61,1114.0,4.4799,3250.0,12.7875,109.32,2.754,2.825,8.399999999999999,0.0,-3.5357306617000006,38.141850000000005,28.2558
20.3065,1.188529957,0.0,0.0,1.067,0.7,25.235,3.386561878,4669.971274393836,206.45,2.65,-4.7589184775,2.8800000000000003,1045.0,4.501499999999999,1425.0,9.6575,108.6,2.97,3.1125,11.8,0.0,-3.375335024,47.391850000000005,28.3093
20.327,1.423274756,0.0,0.0,1.068,0.8,25.28,3.454346924,6222.981271044546,270.8,2.8,-4.895876467,2.61,1040.0,4.318,1400.0,7.05,109.0,2.8,2.4166666666666665,8.399999999999999,0.0,-3.51765229,32.9558,28.2608
20.55255,1.279379967,0.0,0.0,1.0704,0.76,25.433,3.4803374625000005,4673.977649598925,208.6,2.78,-4.8526320943000005,2.61,1042.0,4.2514,1450.0,7.074999999999999,109.07,2.775,2.85,8.399999999999999,0.0,-3.4737467008000005,41.36685,28.2797
21.2292,1.240200301,0.0,0.0,1.0776,0.64,25.892,3.558309078,4673.977649598925,208.6,2.72,-4.722898976200001,2.61,1048.0,4.0516000000000005,1450.0,7.074999999999999,109.28,2.7,2.85,8.399999999999999,1.0,-3.3420299332,41.36685,28.3364
23.451200000000004,0.989212628,0.0,0.0,1.1066,0.24,28.252,3.759475464,3746.2788114955815,169.56,2.62,-4.2917199802,2.61,1508.0,3.781200000000001,2360.0,7.881199999999999,110.88,1.6699999999999997,3.1100000000000003,10.3,1.0,-2.9030198712,34.66748,28.3784
22.5624,0.922249885,0.0,0.0,1.095,0.4,27.308,3.6790089096,3746.2788114955815,169.56,2.66,-4.4641915786,2.61,1324.0,3.88936,2360.0,7.881199999999999,110.24,2.0819999999999994,3.1100000000000003,10.3,1.0,-3.078623896,34.66748,28.3616
21.6736,1.060064104,0.0,0.0,1.0834,0.5599999999999999,26.364,3.5985423552,3746.2788114955815,169.56,2.7,-4.636663177000001,2.61,1140.0,3.99752,2360.0,7.881199999999999,109.6,2.4939999999999998,3.1100000000000003,10.3,1.0,-3.2542279208,34.66748,28.3448
20.45165,1.100733813,0.0,0.0,1.0708,0.84,25.395,3.4321124962000003,4673.052439100708,204.525,2.78,-4.898481208950001,2.61,1052.0,4.3899,1700.0,10.5375,109.43,2.711,2.675,8.899999999999999,0.0,-3.5194701951000003,30.39185,28.2634
20.836,0.990448595,0.0,0.0,1.0754,0.64,25.82,3.4438517982000003,3743.926591190129,171.2,2.7,-4.6687309789,2.61,1142.0,4.12908,2420.0,7.8648,109.12,2.708,3.1,15.999999999999998,1.0,-3.2872824204000004,44.54748,28.275
20.0116,1.120830499,0.01,0.01,1.0643,0.89,24.981,3.4723353391000003,4675.498384361861,202.6,2.81,-4.923185457500001,2.61,1048.0,4.3435,1825.0,7.705,108.81,2.78,2.6125,10.4,0.0,-3.5435239378,27.36685,28.3504
15.479100000000004,1.376561458,0.02,0.02,0.9886,0.8,20.864,4.455086917,3747.9332895898,166.24,3.24,-5.2399067206000005,2.61,1574.0,4.87144,2660.0,7.829199999999999,99.38,2.508,2.918,10.3,0.0,-3.8482132488,23.84748,27.8864
16.3076,0.949310678,0.0,0.0,1.0086,0.76,21.826,4.1393483184,3741.1553964001537,168.14,2.9800000000000004,-5.0286190064000005,2.7,1532.0,4.8432,2720.0,9.7532,100.06,3.098,3.3160000000000003,17.0,0.0,-3.6380642914,38.37348,27.8662
16.327,1.097706742,0.0,0.0,1.009,0.8,21.85,4.151791466000001,4673.695280329414,206.925,3.1,-5.076822815,2.53,1480.0,4.7476,2725.0,8.1415,100.3,2.83,2.87,10.3,0.0,-3.690280203,22.96685,27.8778
17.6038,1.255810941,0.0,0.0,1.036,0.8,23.092,3.7466361992,4673.695280329414,206.925,2.92,-4.939369967,2.53,1300.0,4.52704,2725.0,8.1415,103.12,3.076,2.87,10.3,0.0,-3.5572335732000004,22.96685,27.954
16.340600000000002,1.098390629,0.0,0.0,1.009,0.64,21.854,4.068881316800001,3741.322212649911,168.84,2.9400000000000004,-4.8926296334,2.53,1484.0,4.7392,2480.0,9.2332,100.3,4.81,3.1860000000000004,59.8,0.0,-3.5045763198,98.57348,27.8514
16.476,1.001234832,0.0,0.0,1.0124,0.84,21.978,4.1207980388,3742.5566508595934,167.0,3.08,-5.1129795584,2.53,1628.0,5.0714,3940.0,12.5132,100.94,2.738,3.1060000000000003,10.3,0.0,-3.7264369464,29.113480000000003,27.867800000000003
16.7436,0.568311667,0.0,0.0,1.0136,0.72,22.22,4.190544833800001,3744.994508952289,167.74,3.08,-4.9934603746,2.53,1520.0,4.8672,2860.0,10.4712,100.44,2.658,3.176,10.3,0.0,-3.6023688184000004,23.23348,27.8804
16.4462,1.170578451,0.0,0.0,1.012,0.88,21.968,4.0822846164,3742.483487695292,167.26,3.06,-5.0666176702,2.53,1484.0,4.7544,2500.0,9.3432,100.86,2.658,3.056,10.3,0.0,-3.677795878,22.75348,27.877
16.5654,1.169277862,0.0,0.0,1.015,0.96,22.086,4.0127777668,3742.483487695292,167.26,3.02,-5.056412525400001,2.53,1488.0,4.7612,2500.0,9.3432,101.42,2.486,3.056,10.3,0.0,-3.665311553,22.75348,27.8762
16.474800000000002,0.870379039,0.0,0.0,1.0124,0.86,21.968,4.1314864684,3742.565570175368,166.8,3.08,-5.1481411186,2.53,1548.0,5.2028,3140.0,13.8272,101.06,2.768,3.1060000000000003,10.3,0.0,-3.7615985066,29.87348,27.883
20.060075,1.120228435,0.01,0.01,1.0607,0.89,25.026,3.5161000436,4676.61861481311,204.4,2.81,-4.92591670625,2.61,1048.0,4.3088,1825.0,6.8375,108.92,2.7909999999999995,2.605,9.3,0.0,-3.5463757126,28.09185,28.2512
20.060075,1.009446865,0.01,0.01,1.0607,0.89,25.026,3.5161000436,4676.61861481311,204.4,2.81,-4.92591670625,2.61,1048.0,4.3088,1825.0,6.8375,108.92,2.7909999999999995,2.605,9.3,0.0,-3.5463757126,28.09185,28.2512
18.1916,1.050632297,0.08,0.08,1.0096,1.52,23.248,3.9483718808,4676.61861481311,204.4,2.88,-5.136198381,2.61,1104.0,4.2444,1825.0,6.8375,108.36,2.728,2.605,9.3,0.0,-3.7474396708,28.09185,28.184
19.259300000000003,0.924626384,0.04,0.04,1.0388,1.16,24.264000000000003,3.701359402400001,4676.61861481311,204.4,2.84,-5.016037424,2.61,1072.0,4.2812,1825.0,6.8375,108.68,2.764,2.605,9.3,0.0,-3.6325459804,28.09185,28.2224
19.79315,1.130791246,0.02,0.02,1.0534,0.98,24.772,3.5778531632000004,4676.61861481311,204.4,2.82,-4.9559569455000005,2.61,1056.0,4.2996,1825.0,6.8375,108.84,2.782,2.605,9.3,0.0,-3.5750991352000003,28.09185,28.2416
20.178477380952003,1.058472035,0.01,0.01,1.0596,0.85,25.098,3.552263861,3746.937716213816,188.92,2.8,-4.897066953075,3.23,1085.0,4.3561,2480.0,9.178,108.67,2.6789999999999994,3.1939999999999995,11.2,0.0,-3.5103512310000005,22.52048,28.23844
17.663541666666667,1.183335729,0.0,0.0,1.0225,0.6666666666666667,23.050000000000004,3.4890239704166666,3747.052560918652,169.58,2.333333333333333,-4.798816301458333,2.78,1262.5,4.625416666666667,1980.0,8.956000000000001,101.91666666666669,4.1,2.95,15.099999999999998,0.0,-3.3460428804166678,40.47948,28.113750000000003
19.3134,1.09760532,0.0,0.0,1.0594,0.6400000000000001,24.504,3.4156672156,3747.052560918652,169.58,2.3200000000000003,-4.6789903666,2.78,1318.0,4.731400000000001,1980.0,8.956000000000001,106.04,4.0920000000000005,2.95,15.099999999999998,0.0,-3.2842304086,40.47948,28.0864
19.3134,1.205873511,0.0,0.0,1.0594,0.6400000000000001,24.504,3.4156672156,3747.052560918652,169.58,2.3200000000000003,-4.6789903666,2.78,1318.0,4.731400000000001,1980.0,8.956000000000001,106.04,4.0920000000000005,2.95,15.099999999999998,0.0,-3.2842304086,40.47948,28.0864
19.3134,1.207653558,0.0,0.0,1.0594,0.6400000000000001,24.504,3.4156672156,3747.052560918652,169.58,2.3200000000000003,-4.6789903666,2.78,1318.0,4.731400000000001,1980.0,8.956000000000001,106.04,4.0920000000000005,2.95,15.099999999999998,1.0,-3.2842304086,40.47948,28.0864
18.751800000000003,0.66527002,0.0,0.0,1.0552,0.6400000000000001,24.096000000000004,3.4223229448,3747.052560918652,169.58,2.3200000000000003,-4.664547847000001,2.78,1360.0,4.75,1980.0,8.956000000000001,104.84,4.224,2.95,15.099999999999998,0.0,-3.2694954676000005,40.47948,28.0096
19.3716,1.166365477,0.0,0.0,1.0606,0.76,24.576,3.4529966584,3747.052560918652,169.58,2.68,-4.8236017924,2.78,1162.0,4.4446,1980.0,8.956000000000001,106.76,3.288,2.95,15.099999999999998,0.0,-3.4408781434,40.47948,28.1212
19.3522,1.347593528,0.0,0.0,1.0602,0.72,24.552,3.4405535108,3747.052560918652,169.58,2.56,-4.7753979838000005,2.78,1214.0,4.5402000000000005,1980.0,8.956000000000001,106.52,3.556,2.95,15.099999999999998,0.0,-3.3886622318,40.47948,28.1096
19.3149,1.046872257,0.0,0.0,1.0592,0.62,24.498,3.394774771,3124.3673481724936,143.55,2.3200000000000003,-4.6483090751,2.8800000000000003,1294.0,4.757,1900.0,10.376666666666669,106.0,4.026,3.325,15.099999999999998,0.0,-3.253411458,48.84956666666667,28.1116
20.3231,1.124345212,0.0,0.0,1.0702,0.54,25.324,3.4395068202,3749.913619556821,173.64,2.2,-4.5617715071000005,2.78,1300.0,4.54402,2100.0,6.8522,107.72,3.894,2.744,15.099999999999998,0.0,-3.165137456,40.75948,28.2158
19.6399,1.131582707,0.0,0.0,1.064,0.66,24.756,3.3762336382,3748.297514520806,168.68,2.24,-4.6958593789,2.78,1478.0,5.096799999999999,3460.0,12.194,106.96,4.09,2.774,15.099999999999998,0.0,-3.2991908432,35.17948,28.0962
19.4046,1.135143627,0.0,0.0,1.061,0.64,24.604,3.3825296568,3747.2193771684088,170.28,2.64,-4.687612419400001,2.61,1114.0,4.3406,1740.0,8.436,107.0,5.0,2.8200000000000003,57.900000000000006,0.0,-3.3073901718,100.67948,28.1064
19.4182,1.160439158,0.0,0.0,1.061,0.48,24.608,3.2996195076,3747.2193771684088,170.28,2.48,-4.5034192378,2.61,1118.0,4.3322,1740.0,8.436,107.0,6.98,2.8200000000000003,57.900000000000006,0.0,-3.1216862886000003,100.67948,28.08
19.4459,1.15255035,0.0,0.0,1.0624,0.7000000000000001,24.656,3.4084898292,3125.07808138801,146.35,2.66,-4.7067940078,2.78,1146.0,4.26196,1966.6666666666663,8.641333333333334,106.68,3.268,3.1416666666666666,15.099999999999998,0.0,-3.324418242,53.06623333333334,28.1328
19.391,1.226283336,0.0,0.0,1.061,0.8,24.6,3.465439806,4681.066735977536,208.725,2.8,-4.871805601,2.61,1110.0,4.349,1800.0,7.145,107.0,3.02,2.4125,8.399999999999999,0.0,-3.4930940550000003,25.59935,28.1328
19.517,1.183841803,0.0,0.0,1.064,0.8,24.72,3.3544778818000003,3125.622200500142,143.33333333333334,2.6800000000000006,-4.769503865400001,2.61,1116.0,4.3516,1716.6666666666663,9.388333333333334,107.56,3.838,2.9833333333333334,58.1,0.0,-3.3877577884,87.54956666666666,28.1188
19.4902,1.169644465,0.0,0.0,1.0636,0.82,24.676,3.5091498946,3747.953564919589,167.94,2.8,-4.923018069199999,2.61,1188.0,4.8224,2500.0,13.212,107.44,3.1420000000000003,2.86,14.5,1.0,-3.5443065232000004,48.07948,28.112
19.54,1.138237765,0.0,0.0,1.0644,0.84,24.728,3.4344463788,3748.453815378092,168.44,2.78,-4.9079623444,2.61,1258.0,4.6728,3200.0,11.716,107.64,2.9280000000000004,2.74,8.399999999999999,0.0,-3.529250798400001,31.21948,28.1228
19.8076,0.962642007,0.0,0.0,1.0656,0.72,24.97,3.5041931738,3750.8916734707855,169.18,2.78,-4.7884431606,2.61,1150.0,4.4686,2120.0,9.674,107.14,2.8480000000000003,2.81,8.6,0.0,-3.4051826704000003,25.33948,28.1354
19.520200000000003,1.088467182,0.0,0.0,1.0642,0.64,24.736,3.363983,3747.894525528989,173.02,2.640000000000001,-4.5899862232,2.61,1130.0,4.07932,1820.0,7.1296,106.6,3.248,2.75,14.099999999999998,0.0,-3.2079583406000003,43.67948,28.1444
18.5105,1.186201622,0.04,0.04,1.0332,1.16,23.72,3.710233708000001,3752.3595180057896,168.02,2.84,-4.9967807312,2.61,1128.0,4.306,2060.0,6.956,107.07999999999998,2.9399999999999995,2.564,9.3,0.0,-3.6128993924,23.17948,28.12
18.505651724138,1.005696284,0.04,0.04,1.0332,1.1800000000000002,23.730000000000004,3.732702693,3129.001715749091,143.63333333333333,2.8600000000000003,-5.0114823490068,2.61,1136.0,4.288,2016.6666666666663,7.948333333333334,107.22,2.726,2.8783333333333334,10.7,0.0,-3.6245979204,20.61956666666667,28.1444
18.34843475321177,0.908141197,0.0392156862745098,0.0392156862745098,1.0358823529411765,1.2549019607843137,23.50392156862745,3.808040731960785,3129.001715749091,143.63333333333333,2.9411764705882355,-5.090091817660392,2.61,1149.0196078431377,4.457058823529413,2016.6666666666663,7.948333333333334,107.84313725490196,2.682352941176471,2.8783333333333334,10.7,0.0,-3.727456995686275,20.61956666666667,28.108627450980396
20.0234,1.08297476,0.01,0.01,1.0644,0.8,24.983,3.4709194002,4675.725158036659,203.1,2.81,-4.92377504075,2.61,1048.0,4.332999999999999,1825.0,7.442499999999999,108.82999999999998,2.7829999999999995,2.6125,10.1,0.0,-3.5441494804,28.04185,28.2755
19.520200000000003,1.088467182,0.0,0.0,1.0642,0.64,24.736,3.363983,3747.894525528989,173.02,2.64,-4.5899862232,2.61,1130.0,4.07932,1820.0,7.129599999999999,106.6,3.248,2.75,14.099999999999998,0.0,-3.2079583406000003,43.67948,28.1444
15.268365517242,0.638959926,0.0,0.0,1.0234,1.02,21.758000000000003,3.8847309378,4666.337297809447,207.825,2.96,-5.069309231661201,1.9000000000000004,1100.0,4.763799999999999,3150.0,12.9175,103.1,6.481999999999999,2.7625,30.8,0.0,-3.6598431754,65.44685,28.0422
15.11451724138,0.755204718,0.0,0.0,1.02,1.0,21.64,3.93819335,6215.78235275249,274.6666666666667,3.0,-5.047854106068,1.9000000000000004,960.0,4.421999999999999,1266.6666666666667,7.223333333333334,102.6,6.359999999999999,2.333333333333333,30.8,0.0,-3.635384960000001,69.36246666666668,28.0766
17.961666666666666,0.846884335,0.1111111111111111,0.1111111111111111,1.0622222222222222,1.6666666666666663,22.71111111111111,3.627402207777778,4675.303008290254,202.9,2.333333333333333,-4.946964598333333,2.78,1477.7777777777778,5.587777777777777,2150.0,8.302499999999998,110.33333333333334,4.377777777777777,2.655,17.099999999999998,0.0,-3.632571165555556,32.31685,29.06777777777777
17.961666666666666,1.141465441,0.1111111111111111,0.1111111111111111,1.0622222222222222,1.6666666666666663,22.71111111111111,3.627402207777778,4675.303008290254,202.9,2.333333333333333,-4.946964598333333,2.78,1477.7777777777778,5.587777777777777,2150.0,8.302499999999998,110.33333333333334,4.377777777777777,2.655,17.099999999999998,0.0,-3.632571165555556,32.31685,29.06777777777777
18.069444444444443,1.46819733,0.1111111111111111,0.1111111111111111,1.0644444444444443,1.8888888888888888,22.84444444444444,3.696530805555556,4675.498384361861,202.6,3.0,-5.214763535,2.61,1188.888888888889,5.056666666666667,1825.0,7.705,111.66666666666666,2.888888888888889,2.6125,10.4,0.0,-3.922659563333333,27.36685,29.132222222222214
18.042509578544447,1.721457247,0.1111111111111111,0.1111111111111111,1.0644444444444443,2.0,22.9,3.8213585,3742.8412483826087,166.42000000000002,3.111111111111111,-5.296439189482222,2.61,1233.3333333333333,4.956666666666667,1820.0,8.746,112.44444444444446,1.7000000000000002,2.9800000000000004,10.7,0.0,-3.987651385555556,23.45748,29.267777777777773
17.14875862069,1.121175013,0.1,0.1,1.031,1.7999999999999998,22.340000000000003,3.746576,3742.8412483826087,166.42000000000002,3.0,-5.242474461034,2.61,1160.0,4.483,1820.0,8.746,107.8,1.5299999999999998,2.9800000000000004,10.7,0.0,-3.834861408,23.45748,29.2788
17.441666666666666,1.157943029,0.1111111111111111,0.1111111111111111,1.0583333333333331,1.6666666666666663,22.33333333333333,3.63356492,3751.307032787504,166.82,2.333333333333333,-4.933591894999999,2.78,1516.6666666666667,5.605,2320.0,8.128,109.22222222222224,4.5,2.604,17.099999999999998,0.0,-3.618927701666667,26.55948,28.996666666666663
