ICSDVolume_composition_average,IsFCC_arithmetic_average,BCCmagmom_composition_average,HeatCapacityMass_arithmetic_average,SpecificHeatCapacity_arithmetic_average,NdValence_composition_average,FirstIonizationEnergy_composition_average,ThermalExpansionCoefficient_arithmetic_average,IonizationEnergy_composition_average,ThermalConductivity_composition_average,GSenergy_pa_composition_average,ElasticModulus_difference,Electrolyte class_0,n_ws^third_difference,GSestBCClatcnt_composition_average,SpaceGroupNumber_composition_average,Electrolyte class_3,IonicRadii_composition_average,Electrolyte class_1,CovalentRadius_composition_average,phi_arithmetic_average,NUnfilled_composition_average,CovalentRadii_arithmetic_average,AtomicVolume_arithmetic_average,NUnfilled_arithmetic_average,HHIr_composition_average,CovalentRadii_composition_average,GSvolume_pa_composition_average,BCCenergy_pa_composition_average,HeatVaporization_arithmetic_average,GSestFCClatcnt_composition_average,ThirdIonizationEnergy_composition_average,NdUnfilled_composition_average,Electronegativity_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,HeatFusion_composition_average,BoilingT_composition_average,HeatCapacityMolar_composition_average,ElasticModulus_arithmetic_average,AtomicRadii_composition_average,Polarizability_composition_average,BCCfermi_composition_average,ElectricalConductivity_difference,ElasticModulus_composition_average,ThirdIonizationEnergy_arithmetic_average,ShearModulus_composition_average,MendeleevNumber_composition_average,FirstIonizationEnergy_arithmetic_average,HHIp_composition_average
26.195,0.0,0.21050465,0.52775,0.52825,0.95,10.6904008,205.9,1030.995,17.52544,-4.595241719875,195.0,1.0,0.94,3.1920825294750004,91.8,0.0,1.2614999999999998,0.0,111.1,2.6675,2.25,1.3275,4673.292904941451,3.5,1435.0,1.087,21.12925,-3.19597307625,205.427725,4.02177197185,39.0049,1.05,2.579,2.91,84.36749999999999,4.6385,1115.385,28.25605,75.25,1.159075,10.693700000000002,3.2654851585,16.4,34.6,28.2985,12.53,62.075,8.3180535,1700.0
25.752,0.0,0.379919304,0.42325,0.42375,1.28,10.7813048,206.45,1039.66,18.43384,-4.8096406678,198.0,0.0,0.96,3.1653063018000003,94.46,0.0,1.2435999999999998,0.0,109.32,2.85,1.98,1.335,4676.106818053961,2.25,1132.0,1.0738,20.7714,-3.4298502776,168.027725,3.98803603902,38.98876,0.72,2.6118,2.594,80.78,4.26392,1083.52,28.2692,64.5,1.13938,9.941199999999998,3.4945802012,10.3,41.260000000000005,27.786,15.98,65.62,8.504403499999999,1438.0
25.698,0.2,0.354321768,0.4367999999999999,0.4367999999999999,1.16,10.7450854,166.12,1036.072,19.69244,-4.753392459900001,198.0,1.0,0.96,3.1661192323800003,96.0,0.0,1.2517999999999998,0.0,110.08,3.106,2.3,1.338,3742.944835059017,6.200000000000001,1152.0,1.077,20.8281,-3.366722365,236.04218,3.98906026734,39.05252,0.8399999999999999,2.5968,3.006,82.34,4.2944,1123.4,28.2802,92.4,1.1426,10.4712,3.379752423,16.5,41.00000000000001,27.857,15.6,64.38,8.030364800000001,1564.0
25.507,0.25,0.401025932,0.44075,0.44075,1.15,10.7700058,204.4,1038.465,19.19244,-4.8607873199,198.0,1.0,0.96,3.1543855202200004,98.45,0.0,1.2398999999999998,0.0,109.72,2.6075,2.18,1.3824999999999998,4675.932078652993,7.0,1057.0,1.0728,20.5921,-3.4813492612,201.727725,3.97427671644,38.98609,0.85,2.6009,2.7019999999999995,79.32,4.2345,1114.4499999999998,28.2792,63.5,1.1360400000000002,10.313199999999998,3.4263820342000004,9.8,42.99,26.44625,16.7,64.60000000000001,8.0677035,1451.0
25.283,0.25,0.358812676,0.489,0.4895,1.32,10.7883622,207.225,1040.363,29.50444,-4.7577315808,198.0,1.0,0.96,3.1409722234400004,98.68,0.0,1.2393999999999998,0.0,109.0,2.925,1.91,1.2625000000000002,4670.193438766384,1.75,1043.0,1.068,20.3372,-3.3783743776,198.402725,3.95737702146,39.27597,0.6799999999999999,2.6101,4.285,81.889,4.3117,1111.44,28.241,87.0,1.13131,10.0337,3.3921643121,57.900000000000006,42.19,30.60375,16.360000000000003,65.27000000000001,8.6146235,1356.0
25.285,0.25,0.31659942,0.489,0.4895,1.4,10.7848418,207.225,1040.085,35.920440000000006,-4.66563499,198.0,1.0,0.96,3.1415531656000004,98.6,0.0,1.243,0.0,109.0,2.925,1.85,1.2625000000000002,4670.193438766384,1.75,1045.0,1.068,20.344,-3.285522436,198.402725,3.9581089627,39.39955,0.6,2.6115,5.275,83.77499999999999,4.307499999999999,1112.76,28.2278,87.0,1.13205,9.9887,3.3507092375000003,57.900000000000006,40.45,30.60375,15.68,65.45,8.6146235,1340.0
25.692,0.0,0.303576,0.4539999999999999,0.4543999999999999,1.12,10.7411916,166.22,1036.704,19.164440000000003,-4.8098878176,198.0,0.0,0.96,3.1692683602800003,94.6,0.0,1.2535999999999998,0.0,110.24,3.16,2.08,1.2979999999999998,3740.641123417188,3.4,1192.0,1.0784,20.7868,-3.4204920872000004,291.38218,3.99302791984,39.01208,0.8800000000000001,2.592,2.98,83.78,4.7968,1176.66,28.248,105.2,1.14552,10.409199999999998,3.3405229176,15.599999999999998,39.88,28.415,14.86,64.8,8.2494048,1476.0
25.692,0.0,0.303576,0.4539999999999999,0.4543999999999999,1.12,10.7411916,166.22,1036.704,19.164440000000003,-4.8098878176,198.0,1.0,0.96,3.1692683602800003,94.6,0.0,1.2535999999999998,0.0,110.24,3.16,2.08,1.2979999999999998,3740.641123417188,3.4,1192.0,1.0784,20.7868,-3.4204920872000004,291.38218,3.99302791984,39.01208,0.8800000000000001,2.592,2.98,83.78,4.7968,1176.66,28.248,105.2,1.14552,10.409199999999998,3.3405229176,15.599999999999998,39.88,28.415,14.86,64.8,8.2494048,1476.0
25.946,0.0,0.278427768,0.4539999999999999,0.4543999999999999,1.0,10.7166772,166.22,1034.77,17.22244,-4.8633011101,198.0,0.0,0.96,3.1872534658000005,95.3,0.0,1.2553999999999998,0.0,111.34,3.16,2.2,1.2979999999999998,3740.641123417188,3.4,1164.0,1.0844,21.0555,-3.4763438090000003,291.38218,4.01568773288,38.7449,1.0,2.58,2.534,82.46,4.845,1204.98,28.2648,105.2,1.15222,10.6352,3.3084972096,15.599999999999998,37.66,28.415,14.16,64.46000000000001,8.2494048,1468.0
25.91,0.0,0.252830232,0.4539999999999999,0.4543999999999999,1.06,10.7153938,166.22,1034.692,18.41044,-4.7909953972,198.0,0.0,0.96,3.18470246794,93.2,0.0,1.2614,0.0,110.98,3.16,2.14,1.2979999999999998,3740.641123417188,3.4,1242.0,1.0838,21.0264,-3.3980199416000003,291.38218,4.01247367694,38.91584,0.94,2.583,2.9359999999999995,85.22,4.9884,1208.94,28.2474,105.2,1.15294,10.5812,3.2898324882,15.599999999999998,37.48,28.415,13.740000000000002,64.64,8.2494048,1510.0
25.886,0.0,0.303576,0.428,0.4286666666666666,1.1,10.7328596,140.4,1035.824,19.054440000000003,-4.768260642,198.0,1.0,0.96,3.1777084699,94.6,0.0,1.2571999999999997,0.0,110.54,3.1666666666666665,2.1,1.3516666666666666,3122.703138328077,4.333333333333333,1192.0,1.0818,20.9702,-3.3779525402000004,308.36848333333336,4.0036617916,38.96268,0.9000000000000001,2.5898,2.97,82.78,4.6046000000000005,1155.38,28.2714,98.4,1.14972,10.5052,3.3206036934,16.099999999999998,39.28800000000001,27.09916666666667,14.72,64.16,7.910720666666666,1604.0
25.886,0.0,0.303576,0.428,0.4286666666666666,1.1,10.7328596,140.4,1035.824,19.054440000000003,-4.768260642,198.0,0.0,0.96,3.1777084699,94.6,0.0,1.2571999999999997,0.0,110.54,3.1666666666666665,2.1,1.3516666666666666,3122.703138328077,4.333333333333333,1192.0,1.0818,20.9702,-3.3779525402000004,308.36848333333336,4.0036617916,38.96268,0.9000000000000001,2.5898,2.97,82.78,4.6046000000000005,1155.38,28.2714,98.4,1.14972,10.5052,3.3206036934,16.099999999999998,39.28800000000001,27.09916666666667,14.72,64.16,7.910720666666666,1604.0
25.424,0.0,0.401025932,0.451,0.4515,1.24,10.7724824,211.125,1038.77,19.89444,-4.839689643,198.0,1.0,0.96,3.14878475368,97.9,0.0,1.2365,0.0,109.1,2.7875,2.01,1.33,4673.7566178235065,2.75,1046.0,1.0707,20.4623,-3.4613364976000005,179.86147499999998,3.96722019277,39.06439,0.76,2.6075,2.7219999999999995,79.11,4.21281,1101.57,28.2772,59.5,1.13439,10.1137,3.473814666,8.399999999999999,42.83,28.40375,16.56,65.2,8.1296185,1389.0
25.344,0.0,0.401025932,0.459,0.4595,1.18,10.7822073,204.925,1039.827,19.61544,-4.9139548387000005,198.0,1.0,0.96,3.1454405482800007,98.8,0.0,1.2349,0.0,109.32,2.825,2.03,1.3050000000000002,4671.736486528489,3.25,1114.0,1.0697,20.4015,-3.5357306617000006,295.802725,3.96300675801,39.03449,0.8200000000000001,2.6057,2.754,79.78,4.4799,1128.29,28.2558,82.0,1.1320800000000002,10.1742,3.4388502104,8.399999999999999,43.73,27.65625,16.939999999999998,64.92,8.372741,1441.0
25.235,0.25,0.31982778,0.50375,0.50425,1.3,10.7805128,206.45,1039.65,20.40544,-4.7589184775,198.0,1.0,0.96,3.1383080382500004,98.6,0.0,1.241,0.0,108.6,3.1125,1.9,1.2574999999999998,4669.971274393836,2.0,1045.0,1.067,20.3065,-3.375335024,217.652725,3.95402035845,39.31655,0.7,2.612,2.97,83.41,4.501499999999999,1112.06,28.3093,108.0,1.1304500000000002,10.0212,3.386561878,11.8,44.65,30.18875,17.080000000000002,65.30000000000001,8.592978500000001,1310.0
25.28,0.0,0.42213256,0.5236666666666667,0.5243333333333333,1.2,10.7936428,270.8,1040.78,19.88044,-4.895876467,198.0,0.0,0.96,3.1401008102000003,98.8,0.0,1.234,1.0,109.0,2.4166666666666665,2.0,1.2933333333333334,6222.981271044546,2.0,1040.0,1.068,20.327,-3.51765229,164.3703,3.9562791096,39.0906,0.8,2.608,2.8,79.06,4.318,1109.46,28.2608,74.66666666666666,1.1302,10.1012,3.454346924,8.399999999999999,44.8,28.528333333333336,17.38,65.0,8.910704666666668,1380.0
25.433,0.0,0.401025932,0.4495,0.45025,1.24,10.788058,208.6,1040.273,19.74444,-4.8526320943000005,198.0,1.0,0.96,3.1528399820300006,97.92,0.0,1.2355999999999998,0.0,109.07,2.85,2.0,1.3224999999999998,4673.977649598925,2.5,1042.0,1.0704,20.55255,-3.4737467008000005,195.870225,3.97232946034,39.08911,0.76,2.6093,2.775,80.03,4.2514,1106.87,28.2797,68.5,1.13399,10.0878,3.4803374625000005,8.399999999999999,43.19,29.02175,16.74,65.25,8.5190085,1382.0
25.892,0.0,0.337706048,0.4495,0.45025,1.3600000000000003,10.7713036,208.6,1038.752,19.336440000000003,-4.722898976200001,198.0,0.0,0.96,3.19105749752,95.28,0.0,1.2403999999999995,0.0,109.28,2.85,2.0,1.3224999999999998,4673.977649598925,2.5,1048.0,1.0776,21.2292,-3.3420299332,195.870225,4.020480512560001,39.08464,0.64,2.6132,2.7,82.94,4.0516000000000005,1099.1,28.3364,68.5,1.14536,10.0476,3.558309078,8.399999999999999,38.36000000000001,29.02175,14.820000000000002,66.0,8.5190085,1388.0
28.252,0.0,0.126639768,0.384,0.3846,1.76,10.7096136,169.56,1033.152,12.10344,-4.2917199802,198.0,0.0,0.96,3.3170849555200004,73.58000000000001,0.0,1.2883999999999998,0.0,110.88,3.1100000000000003,1.9,1.35,3746.2788114955815,2.6,1508.0,1.1066,23.451200000000004,-2.9030198712,192.49618,4.17926515966,38.57544,0.24,2.6322,1.6699999999999997,91.54,3.781200000000001,969.4,28.3784,61.6,1.19126,9.2476,3.759475464,10.3,20.66,28.3292,7.82,69.1,8.272306799999999,1678.0
27.308,0.0,0.21106628,0.384,0.3846,1.6,10.7342896,169.56,1035.392,14.996639999999998,-4.4641915786,198.0,0.0,0.96,3.2666739723200005,82.25999999999999,0.0,1.2692,0.0,110.24,3.1100000000000003,1.94,1.35,3746.2788114955815,2.6,1324.0,1.095,22.5624,-3.078623896,192.49618,4.11575130082,38.77912,0.4,2.6246,2.0819999999999994,88.1,3.88936,1021.28,28.3616,61.6,1.1729,9.5676,3.6790089096,10.3,27.74,28.3292,10.62,67.86,8.272306799999999,1562.0
26.364,0.0,0.295492792,0.384,0.3846,1.4399999999999995,10.7589656,169.56,1037.632,17.88984,-4.636663177000001,198.0,0.0,0.96,3.21626298912,90.93999999999998,0.0,1.2499999999999998,0.0,109.6,3.1100000000000003,1.98,1.35,3746.2788114955815,2.6,1140.0,1.0834,21.6736,-3.2542279208,192.49618,4.05223744198,38.9828,0.5599999999999999,2.617,2.4939999999999998,84.66,3.99752,1073.16,28.3448,61.6,1.15454,9.887599999999996,3.5985423552,10.3,34.82,28.3292,13.420000000000002,66.62,8.272306799999999,1446.0
25.395,0.0,0.401025932,0.46225,0.46275,1.16,10.7809578,204.525,1039.787,19.30544,-4.898481208950001,198.0,1.0,0.96,3.1482430303400006,98.45,0.0,1.2369,0.0,109.43,2.675,2.04,1.3325,4673.052439100708,3.5,1052.0,1.0708,20.45165,-3.5194701951000003,270.90272500000003,3.96653766414,39.01399,0.84,2.603,2.711,79.32,4.3899,1124.9399999999998,28.2634,79.5,1.13379,10.1962,3.4321124962000003,8.899999999999999,43.63,27.14375,16.889999999999997,64.89,8.3415035,1390.0
